"","pair","TimeDays","mcluster","hcluster","fed"
"387","ERR1763132_casper-ERR1763213_casper",29,2,3,"humanfood"
"388","ERR1763132_casper-ERR1763214_casper",36,2,3,"humanfood"
"389","ERR1763132_casper-ERR1763215_casper",48,2,3,"humanfood"
"390","ERR1763132_casper-ERR1763216_casper",54,2,3,"humanfood"
"391","ERR1763132_casper-ERR1763217_casper",55,2,3,"humanfood"
"392","ERR1763132_casper-ERR1763218_casper",56,2,3,"humanfood"
"393","ERR1763132_casper-ERR1763219_casper",0.5,1,3,"humanfood"
"394","ERR1763132_casper-ERR1763221_casper",1,3,3,"humanfood"
"395","ERR1763132_casper-ERR1763222_casper",1.5,3,3,"humanfood"
"396","ERR1763132_casper-ERR1763223_casper",2,3,3,"humanfood"
"397","ERR1763132_casper-ERR1763224_casper",8,3,3,"humanfood"
"398","ERR1763132_casper-ERR1763225_casper",15,3,3,"humanfood"
"399","ERR1763132_casper-ERR1763226_casper",22,2,3,"humanfood"
"400","ERR1763132_casper-ERR1763227_casper",29,3,3,"humanfood"
"401","ERR1763132_casper-ERR1763228_casper",36,2,3,"humanfood"
"402","ERR1763132_casper-ERR1763229_casper",48,2,3,"humanfood"
"403","ERR1763132_casper-ERR1763230_casper",54,2,3,"humanfood"
"404","ERR1763132_casper-ERR1763232_casper",56,3,3,"humanfood"
"405","ERR1763132_casper-ERR1763233_casper",0.5,1,3,"humanfood"
"406","ERR1763132_casper-ERR1763234_casper",1,3,3,"humanfood"
"407","ERR1763132_casper-ERR1763235_casper",1.5,3,3,"humanfood"
"408","ERR1763132_casper-ERR1763236_casper",2,3,3,"humanfood"
"409","ERR1763132_casper-ERR1763237_casper",8,3,3,"humanfood"
"410","ERR1763132_casper-ERR1763238_casper",15,3,3,"humanfood"
"411","ERR1763132_casper-ERR1763239_casper",22,3,3,"humanfood"
"412","ERR1763132_casper-ERR1763240_casper",29,3,3,"humanfood"
"413","ERR1763132_casper-ERR1763241_casper",36,3,3,"humanfood"
"414","ERR1763132_casper-ERR1763244_casper",48,2,3,"humanfood"
"415","ERR1763132_casper-ERR1763245_casper",54,3,3,"humanfood"
"416","ERR1763132_casper-ERR1763246_casper",56,3,3,"humanfood"
"417","ERR1763243_casper-ERR1763248_casper",0.5,1,3,"humanfood"
"418","ERR1763243_casper-ERR1763249_casper",1,1,3,"humanfood"
"419","ERR1763243_casper-ERR1763250_casper",1.5,3,3,"humanfood"
"420","ERR1763243_casper-ERR1763251_casper",2,2,3,"humanfood"
"421","ERR1763243_casper-ERR1763252_casper",8,2,3,"humanfood"
"422","ERR1763243_casper-ERR1763253_casper",15,2,3,"humanfood"
"423","ERR1763243_casper-ERR1763255_casper",22,2,3,"humanfood"
"424","ERR1763243_casper-ERR1763256_casper",29,2,3,"humanfood"
"425","ERR1763243_casper-ERR1763257_casper",36,2,3,"humanfood"
"426","ERR1763243_casper-ERR1763258_casper",48,2,3,"humanfood"
"427","ERR1763243_casper-ERR1763259_casper",54,2,3,"humanfood"
"428","ERR1763243_casper-ERR1763260_casper",55,3,3,"humanfood"
"429","ERR1763243_casper-ERR1763261_casper",56,2,3,"humanfood"
"430","ERR1763243_casper-ERR1763263_casper",1,3,3,"humanfood"
"431","ERR1763243_casper-ERR1763264_casper",1.5,2,3,"humanfood"
"432","ERR1763243_casper-ERR1763266_casper",2,2,3,"humanfood"
"433","ERR1763243_casper-ERR1763267_casper",8,2,3,"humanfood"
"434","ERR1763243_casper-ERR1763268_casper",15,2,3,"humanfood"
"435","ERR1763243_casper-ERR1763269_casper",22,2,3,"humanfood"
"436","ERR1763243_casper-ERR1763270_casper",29,2,3,"humanfood"
"437","ERR1763243_casper-ERR1763271_casper",36,2,3,"humanfood"
"438","ERR1763243_casper-ERR1763272_casper",48,2,3,"humanfood"
"439","ERR1763243_casper-ERR1763273_casper",54,2,3,"humanfood"
"440","ERR1763243_casper-ERR1763274_casper",55,2,3,"humanfood"
"441","ERR1763243_casper-ERR1763275_casper",56,2,3,"humanfood"
"442","ERR1763243_casper-ERR1763277_casper",0.5,1,3,"humanfood"
"443","ERR1763243_casper-ERR1763278_casper",1,3,3,"humanfood"
"444","ERR1763243_casper-ERR1763279_casper",1.5,2,3,"humanfood"
"445","ERR1763243_casper-ERR1763280_casper",2,2,3,"humanfood"
"446","ERR1763243_casper-ERR1763281_casper",8,2,3,"humanfood"
"447","ERR1763243_casper-ERR1763282_casper",15,2,3,"humanfood"
"448","ERR1763243_casper-ERR1763283_casper",22,2,3,"humanfood"
"449","ERR1763243_casper-ERR1763284_casper",29,2,3,"humanfood"
"450","ERR1763243_casper-ERR1763285_casper",36,2,3,"humanfood"
"451","ERR1763243_casper-ERR1763286_casper",48,2,3,"humanfood"
"452","ERR1763243_casper-ERR1763288_casper",54,2,3,"humanfood"
"453","ERR1763243_casper-ERR1763289_casper",56,2,3,"humanfood"
"454","ERR1763354_casper-ERR1763290_casper",0.5,1,3,"humanfood"
"455","ERR1763354_casper-ERR1763291_casper",1,1,3,"humanfood"
"456","ERR1763354_casper-ERR1763292_casper",1.5,3,3,"humanfood"
"457","ERR1763354_casper-ERR1763293_casper",2,3,3,"humanfood"
"458","ERR1763354_casper-ERR1763294_casper",8,2,3,"humanfood"
"459","ERR1763354_casper-ERR1763295_casper",15,2,3,"humanfood"
"460","ERR1763354_casper-ERR1763296_casper",22,2,3,"humanfood"
"461","ERR1763354_casper-ERR1763297_casper",29,2,3,"humanfood"
"462","ERR1763354_casper-ERR1763299_casper",36,2,3,"humanfood"
"463","ERR1763354_casper-ERR1763300_casper",48,2,3,"humanfood"
"464","ERR1763354_casper-ERR1763301_casper",54,2,3,"humanfood"
"465","ERR1763354_casper-ERR1763302_casper",55,2,3,"humanfood"
"466","ERR1763354_casper-ERR1763303_casper",56,2,3,"humanfood"
"467","ERR1763354_casper-ERR1763304_casper",0.5,1,3,"humanfood"
"468","ERR1763354_casper-ERR1763305_casper",1,3,3,"humanfood"
"469","ERR1763354_casper-ERR1763306_casper",1.5,3,3,"humanfood"
"470","ERR1763354_casper-ERR1763307_casper",2,3,3,"humanfood"
"471","ERR1763354_casper-ERR1763308_casper",8,3,3,"humanfood"
"472","ERR1763354_casper-ERR1763310_casper",15,3,3,"humanfood"
"473","ERR1763354_casper-ERR1763311_casper",22,3,3,"humanfood"
"474","ERR1763354_casper-ERR1763312_casper",29,3,3,"humanfood"
"475","ERR1763354_casper-ERR1763313_casper",36,3,3,"humanfood"
"476","ERR1763354_casper-ERR1763314_casper",48,3,3,"humanfood"
"477","ERR1763354_casper-ERR1763315_casper",54,3,3,"humanfood"
"478","ERR1763354_casper-ERR1763316_casper",55,2,3,"humanfood"
"479","ERR1763354_casper-ERR1763317_casper",56,3,3,"humanfood"
"480","ERR1763354_casper-ERR1763318_casper",1,3,3,"humanfood"
"481","ERR1763354_casper-ERR1763319_casper",1.5,3,3,"humanfood"
"482","ERR1763354_casper-ERR1763321_casper",2,3,3,"humanfood"
"483","ERR1763354_casper-ERR1763322_casper",8,3,3,"humanfood"
"484","ERR1763354_casper-ERR1763323_casper",15,3,3,"humanfood"
"485","ERR1763354_casper-ERR1763324_casper",22,3,3,"humanfood"
"486","ERR1763354_casper-ERR1763325_casper",29,3,3,"humanfood"
"487","ERR1763354_casper-ERR1763326_casper",36,3,3,"humanfood"
"488","ERR1763354_casper-ERR1763327_casper",48,3,3,"humanfood"
"489","ERR1763354_casper-ERR1763328_casper",54,3,3,"humanfood"
"490","ERR1763354_casper-ERR1763329_casper",55,3,3,"humanfood"
"491","ERR1763354_casper-ERR1763330_casper",56,3,3,"humanfood"
"492","ERR1763465_casper-ERR1763332_casper",0.5,1,2,"humanfood"
"493","ERR1763465_casper-ERR1763333_casper",1,1,2,"humanfood"
"494","ERR1763465_casper-ERR1763334_casper",1.5,2,2,"humanfood"
"495","ERR1763465_casper-ERR1763335_casper",2,2,2,"humanfood"
"496","ERR1763465_casper-ERR1763336_casper",8,2,2,"humanfood"
"497","ERR1763465_casper-ERR1763337_casper",15,2,2,"humanfood"
"498","ERR1763465_casper-ERR1763338_casper",22,2,2,"humanfood"
"499","ERR1763465_casper-ERR1763339_casper",29,2,2,"humanfood"
"500","ERR1763465_casper-ERR1763340_casper",36,2,2,"humanfood"
"501","ERR1763465_casper-ERR1763341_casper",48,2,2,"humanfood"
"502","ERR1763465_casper-ERR1763343_casper",54,2,2,"humanfood"
"503","ERR1763465_casper-ERR1763344_casper",55,2,2,"humanfood"
"504","ERR1763465_casper-ERR1763345_casper",56,2,2,"humanfood"
"505","ERR1763465_casper-ERR1763346_casper",1,1,2,"humanfood"
"506","ERR1763465_casper-ERR1763347_casper",1.5,2,2,"humanfood"
"507","ERR1763465_casper-ERR1763348_casper",2,2,2,"humanfood"
"508","ERR1763465_casper-ERR1763349_casper",8,2,2,"humanfood"
"509","ERR1763465_casper-ERR1763350_casper",15,2,2,"humanfood"
"510","ERR1763465_casper-ERR1763351_casper",22,2,2,"humanfood"
"511","ERR1763465_casper-ERR1763352_casper",29,2,2,"humanfood"
"512","ERR1763465_casper-ERR1763355_casper",36,2,2,"humanfood"
"513","ERR1763465_casper-ERR1763356_casper",48,2,2,"humanfood"
"514","ERR1763465_casper-ERR1763357_casper",54,2,2,"humanfood"
"515","ERR1763465_casper-ERR1763358_casper",56,2,2,"humanfood"
"516","ERR1763576_casper-ERR1763359_casper",0.5,1,3,"humanfood"
"517","ERR1763576_casper-ERR1763360_casper",1,3,3,"humanfood"
"518","ERR1763576_casper-ERR1763361_casper",1.5,3,3,"humanfood"
"519","ERR1763576_casper-ERR1763362_casper",2,3,3,"humanfood"
"520","ERR1763576_casper-ERR1763363_casper",8,3,3,"humanfood"
"521","ERR1763576_casper-ERR1763364_casper",15,3,3,"humanfood"
"522","ERR1763576_casper-ERR1763366_casper",22,2,3,"humanfood"
"523","ERR1763576_casper-ERR1763367_casper",29,3,3,"humanfood"
"524","ERR1763576_casper-ERR1763368_casper",36,3,3,"humanfood"
"525","ERR1763576_casper-ERR1763369_casper",48,3,3,"humanfood"
"526","ERR1763576_casper-ERR1763370_casper",54,1,3,"humanfood"
"527","ERR1763576_casper-ERR1763371_casper",55,2,3,"humanfood"
"528","ERR1763576_casper-ERR1763372_casper",56,2,3,"humanfood"
"529","ERR1763576_casper-ERR1763373_casper",0.5,1,3,"humanfood"
"530","ERR1763576_casper-ERR1763374_casper",1,3,3,"humanfood"
"531","ERR1763576_casper-ERR1763375_casper",1.5,3,3,"humanfood"
"532","ERR1763576_casper-ERR1763377_casper",2,3,3,"humanfood"
"533","ERR1763576_casper-ERR1763378_casper",8,3,3,"humanfood"
"534","ERR1763576_casper-ERR1763379_casper",15,3,3,"humanfood"
"535","ERR1763576_casper-ERR1763380_casper",22,3,3,"humanfood"
"536","ERR1763576_casper-ERR1763381_casper",29,3,3,"humanfood"
"537","ERR1763576_casper-ERR1763382_casper",36,3,3,"humanfood"
"538","ERR1763576_casper-ERR1763383_casper",48,3,3,"humanfood"
"539","ERR1763576_casper-ERR1763384_casper",54,1,3,"humanfood"
"540","ERR1763576_casper-ERR1763385_casper",55,3,3,"humanfood"
"541","ERR1763576_casper-ERR1763386_casper",56,3,3,"humanfood"
"542","ERR1763576_casper-ERR1763389_casper",1,1,3,"humanfood"
"543","ERR1763576_casper-ERR1763390_casper",1.5,3,3,"humanfood"
"544","ERR1763576_casper-ERR1763391_casper",2,3,3,"humanfood"
"545","ERR1763576_casper-ERR1763392_casper",8,3,3,"humanfood"
"546","ERR1763576_casper-ERR1763393_casper",15,3,3,"humanfood"
"547","ERR1763576_casper-ERR1763394_casper",22,3,3,"humanfood"
"548","ERR1763576_casper-ERR1763395_casper",29,3,3,"humanfood"
"549","ERR1763576_casper-ERR1763396_casper",36,3,3,"humanfood"
"550","ERR1763576_casper-ERR1763397_casper",48,3,3,"humanfood"
"551","ERR1763576_casper-ERR1763399_casper",54,3,3,"humanfood"
"552","ERR1763576_casper-ERR1763400_casper",56,3,3,"humanfood"
"553","ERR1763687_casper-ERR1763401_casper",0.5,1,2,"humanfood"
"554","ERR1763687_casper-ERR1763402_casper",1,1,2,"humanfood"
"555","ERR1763687_casper-ERR1763403_casper",1.5,2,2,"humanfood"
"556","ERR1763687_casper-ERR1763404_casper",8,2,2,"humanfood"
"557","ERR1763687_casper-ERR1763405_casper",15,2,2,"humanfood"
"558","ERR1763687_casper-ERR1763406_casper",22,2,2,"humanfood"
"559","ERR1763687_casper-ERR1763407_casper",29,2,2,"humanfood"
"560","ERR1763687_casper-ERR1763408_casper",36,2,2,"humanfood"
"561","ERR1763687_casper-ERR1763410_casper",48,2,2,"humanfood"
"562","ERR1763687_casper-ERR1763411_casper",54,2,2,"humanfood"
"563","ERR1763687_casper-ERR1763412_casper",56,2,2,"humanfood"
"564","ERR1763687_casper-ERR1763413_casper",0.5,1,2,"humanfood"
"565","ERR1763687_casper-ERR1763414_casper",1,3,2,"humanfood"
"566","ERR1763687_casper-ERR1763415_casper",1.5,3,2,"humanfood"
"567","ERR1763687_casper-ERR1763416_casper",2,3,2,"humanfood"
"568","ERR1763687_casper-ERR1763417_casper",15,2,2,"humanfood"
"569","ERR1763687_casper-ERR1763418_casper",22,2,2,"humanfood"
"570","ERR1763687_casper-ERR1763419_casper",29,2,2,"humanfood"
"571","ERR1763687_casper-ERR1763421_casper",36,2,2,"humanfood"
"572","ERR1763687_casper-ERR1763422_casper",48,2,2,"humanfood"
"573","ERR1763687_casper-ERR1763423_casper",54,2,2,"humanfood"
"574","ERR1763687_casper-ERR1763424_casper",56,3,2,"humanfood"
"575","ERR1763687_casper-ERR1763425_casper",0.5,1,2,"humanfood"
"576","ERR1763687_casper-ERR1763426_casper",1,2,2,"humanfood"
"577","ERR1763687_casper-ERR1763427_casper",1.5,2,2,"humanfood"
"578","ERR1763687_casper-ERR1763428_casper",2,3,2,"humanfood"
"579","ERR1763687_casper-ERR1763429_casper",8,2,2,"humanfood"
"580","ERR1763687_casper-ERR1763430_casper",15,2,2,"humanfood"
"581","ERR1763687_casper-ERR1763432_casper",22,2,2,"humanfood"
"582","ERR1763687_casper-ERR1763433_casper",29,2,2,"humanfood"
"583","ERR1763687_casper-ERR1763434_casper",36,2,2,"humanfood"
"584","ERR1763687_casper-ERR1763435_casper",48,2,2,"humanfood"
"585","ERR1763687_casper-ERR1763436_casper",54,2,2,"humanfood"
"586","ERR1763687_casper-ERR1763437_casper",56,2,2,"humanfood"
"587","ERR1763798_casper-ERR1763438_casper",0.5,1,2,"humanfood"
"588","ERR1763798_casper-ERR1763439_casper",1,3,2,"humanfood"
"589","ERR1763798_casper-ERR1763440_casper",1.5,2,2,"humanfood"
"590","ERR1763798_casper-ERR1763443_casper",8,2,2,"humanfood"
"591","ERR1763798_casper-ERR1763444_casper",15,2,2,"humanfood"
"592","ERR1763798_casper-ERR1763445_casper",22,2,2,"humanfood"
"593","ERR1763798_casper-ERR1763446_casper",29,2,2,"humanfood"
"594","ERR1763798_casper-ERR1763447_casper",36,2,2,"humanfood"
"595","ERR1763798_casper-ERR1763448_casper",54,2,2,"humanfood"
"596","ERR1763798_casper-ERR1763449_casper",55,2,2,"humanfood"
"597","ERR1763798_casper-ERR1763450_casper",56,2,2,"humanfood"
"598","ERR1763798_casper-ERR1763451_casper",0.5,1,2,"humanfood"
"599","ERR1763798_casper-ERR1763452_casper",1,1,2,"humanfood"
"600","ERR1763798_casper-ERR1763454_casper",1.5,1,2,"humanfood"
"601","ERR1763798_casper-ERR1763455_casper",2,1,2,"humanfood"
"602","ERR1763798_casper-ERR1763456_casper",8,2,2,"humanfood"
"603","ERR1763798_casper-ERR1763457_casper",15,2,2,"humanfood"
"604","ERR1763798_casper-ERR1763458_casper",22,2,2,"humanfood"
"605","ERR1763798_casper-ERR1763459_casper",36,2,2,"humanfood"
"606","ERR1763798_casper-ERR1763460_casper",54,1,2,"humanfood"
"607","ERR1763798_casper-ERR1763461_casper",55,2,2,"humanfood"
"608","ERR1763798_casper-ERR1763462_casper",56,2,2,"humanfood"
"609","ERR1763909_casper-ERR1763463_casper",0.5,1,2,"humanfood"
"610","ERR1763909_casper-ERR1763466_casper",1,1,2,"humanfood"
"611","ERR1763909_casper-ERR1763467_casper",1.5,2,2,"humanfood"
"612","ERR1763909_casper-ERR1763468_casper",8,2,2,"humanfood"
"613","ERR1763909_casper-ERR1763469_casper",15,2,2,"humanfood"
"614","ERR1763909_casper-ERR1763470_casper",22,2,2,"humanfood"
"615","ERR1763909_casper-ERR1763471_casper",29,2,2,"humanfood"
"616","ERR1763909_casper-ERR1763472_casper",36,2,2,"humanfood"
"617","ERR1763909_casper-ERR1763473_casper",48,2,2,"humanfood"
"618","ERR1763909_casper-ERR1763474_casper",54,1,2,"humanfood"
"619","ERR1763909_casper-ERR1763475_casper",55,2,2,"humanfood"
"620","ERR1763909_casper-ERR1763477_casper",56,2,2,"humanfood"
"621","ERR1763909_casper-ERR1763479_casper",0.5,1,2,"humanfood"
"622","ERR1763909_casper-ERR1763480_casper",1,3,2,"humanfood"
"623","ERR1763909_casper-ERR1763481_casper",1.5,2,2,"humanfood"
"624","ERR1763909_casper-ERR1763482_casper",2,2,2,"humanfood"
"625","ERR1763909_casper-ERR1763483_casper",8,2,2,"humanfood"
"626","ERR1763909_casper-ERR1763484_casper",15,2,2,"humanfood"
"627","ERR1763909_casper-ERR1763485_casper",22,2,2,"humanfood"
"628","ERR1763909_casper-ERR1763486_casper",29,2,2,"humanfood"
"629","ERR1763909_casper-ERR1763488_casper",36,2,2,"humanfood"
"630","ERR1763909_casper-ERR1763489_casper",48,2,2,"humanfood"
"631","ERR1763909_casper-ERR1763490_casper",54,2,2,"humanfood"
"632","ERR1763909_casper-ERR1763491_casper",55,2,2,"humanfood"
"633","ERR1763909_casper-ERR1763492_casper",56,2,2,"humanfood"
"634","ERR1764020_casper-ERR1763493_casper",0.5,1,2,"humanfood"
"635","ERR1764020_casper-ERR1763494_casper",1,3,2,"humanfood"
"636","ERR1764020_casper-ERR1763495_casper",2,2,2,"humanfood"
"637","ERR1764020_casper-ERR1763496_casper",8,2,2,"humanfood"
"638","ERR1764020_casper-ERR1763497_casper",15,2,2,"humanfood"
"639","ERR1764020_casper-ERR1763499_casper",22,2,2,"humanfood"
"640","ERR1764020_casper-ERR1763500_casper",29,2,2,"humanfood"
"641","ERR1764020_casper-ERR1763501_casper",36,2,2,"humanfood"
"642","ERR1764020_casper-ERR1763502_casper",48,2,2,"humanfood"
"643","ERR1764020_casper-ERR1763503_casper",54,2,2,"humanfood"
"644","ERR1764020_casper-ERR1763504_casper",55,2,2,"humanfood"
"645","ERR1764020_casper-ERR1763505_casper",56,2,2,"humanfood"
"646","ERR1764020_casper-ERR1763507_casper",0.5,1,2,"humanfood"
"647","ERR1764020_casper-ERR1763508_casper",1,2,2,"humanfood"
"648","ERR1764020_casper-ERR1763510_casper",1.5,2,2,"humanfood"
"649","ERR1764020_casper-ERR1763511_casper",2,2,2,"humanfood"
"650","ERR1764020_casper-ERR1763512_casper",8,2,2,"humanfood"
"651","ERR1764020_casper-ERR1763513_casper",15,2,2,"humanfood"
"652","ERR1764020_casper-ERR1763514_casper",22,2,2,"humanfood"
"653","ERR1764020_casper-ERR1763515_casper",29,2,2,"humanfood"
"654","ERR1764020_casper-ERR1763516_casper",36,2,2,"humanfood"
"655","ERR1764020_casper-ERR1763517_casper",48,2,2,"humanfood"
"656","ERR1764020_casper-ERR1763518_casper",54,2,2,"humanfood"
"657","ERR1764020_casper-ERR1763519_casper",55,2,2,"humanfood"
"658","ERR1764020_casper-ERR1763521_casper",56,2,2,"humanfood"
"659","ERR1764020_casper-ERR1763522_casper",0.5,1,2,"humanfood"
"660","ERR1764020_casper-ERR1763523_casper",1,1,2,"humanfood"
"661","ERR1764020_casper-ERR1763524_casper",1.5,1,2,"humanfood"
"662","ERR1764020_casper-ERR1763525_casper",2,2,2,"humanfood"
"663","ERR1764020_casper-ERR1763526_casper",15,2,2,"humanfood"
"664","ERR1764020_casper-ERR1763527_casper",22,2,2,"humanfood"
"665","ERR1764020_casper-ERR1763528_casper",29,2,2,"humanfood"
"666","ERR1764020_casper-ERR1763529_casper",36,2,2,"humanfood"
"667","ERR1764020_casper-ERR1763530_casper",48,1,2,"humanfood"
"668","ERR1764020_casper-ERR1763532_casper",54,2,2,"humanfood"
"669","ERR1764020_casper-ERR1763533_casper",55,2,2,"humanfood"
"670","ERR1764020_casper-ERR1763534_casper",56,2,2,"humanfood"
"671","ERR1762929_casper-ERR1763535_casper",1,3,2,"humanfood"
"672","ERR1762929_casper-ERR1763536_casper",1.5,2,2,"humanfood"
"673","ERR1762929_casper-ERR1763537_casper",2,2,2,"humanfood"
"674","ERR1762929_casper-ERR1763538_casper",8,2,2,"humanfood"
"675","ERR1762929_casper-ERR1763539_casper",15,2,2,"humanfood"
"676","ERR1762929_casper-ERR1763540_casper",22,2,2,"humanfood"
"677","ERR1762929_casper-ERR1763541_casper",29,2,2,"humanfood"
"678","ERR1762929_casper-ERR1763543_casper",36,2,2,"humanfood"
"679","ERR1762929_casper-ERR1763544_casper",48,2,2,"humanfood"
"680","ERR1762929_casper-ERR1763545_casper",54,2,2,"humanfood"
"681","ERR1762929_casper-ERR1763546_casper",55,2,2,"humanfood"
"682","ERR1762929_casper-ERR1763547_casper",56,2,2,"humanfood"
"683","ERR1762929_casper-ERR1763548_casper",0.5,1,2,"humanfood"
"684","ERR1762929_casper-ERR1763549_casper",1,2,2,"humanfood"
"685","ERR1762929_casper-ERR1763550_casper",1.5,2,2,"humanfood"
"686","ERR1762929_casper-ERR1763551_casper",2,2,2,"humanfood"
"687","ERR1762929_casper-ERR1763552_casper",8,2,2,"humanfood"
"688","ERR1762929_casper-ERR1763554_casper",15,2,2,"humanfood"
"689","ERR1762929_casper-ERR1763555_casper",22,2,2,"humanfood"
"690","ERR1762929_casper-ERR1763556_casper",29,2,2,"humanfood"
"691","ERR1762929_casper-ERR1763557_casper",36,2,2,"humanfood"
"692","ERR1762929_casper-ERR1763558_casper",48,2,2,"humanfood"
"693","ERR1762929_casper-ERR1763559_casper",54,2,2,"humanfood"
"694","ERR1762929_casper-ERR1763560_casper",55,2,2,"humanfood"
"695","ERR1762929_casper-ERR1763561_casper",56,2,2,"humanfood"
"696","ERR1762929_casper-ERR1763562_casper",0.5,1,2,"humanfood"
"697","ERR1762929_casper-ERR1763563_casper",1.5,2,2,"humanfood"
"698","ERR1762929_casper-ERR1763565_casper",2,2,2,"humanfood"
"699","ERR1762929_casper-ERR1763566_casper",8,2,2,"humanfood"
"700","ERR1762929_casper-ERR1763567_casper",15,2,2,"humanfood"
"701","ERR1762929_casper-ERR1763568_casper",22,2,2,"humanfood"
"702","ERR1762929_casper-ERR1763569_casper",29,2,2,"humanfood"
"703","ERR1762929_casper-ERR1763570_casper",36,2,2,"humanfood"
"704","ERR1762929_casper-ERR1763571_casper",48,2,2,"humanfood"
"705","ERR1762929_casper-ERR1763572_casper",54,2,2,"humanfood"
"706","ERR1762929_casper-ERR1763573_casper",56,2,2,"humanfood"
"707","ERR1763132_casper-ERR1763574_casper",63,2,3,"humanfood"
"708","ERR1763132_casper-ERR1763577_casper",63,3,3,"humanfood"
"709","ERR1763132_casper-ERR1763578_casper",63,3,3,"humanfood"
"710","ERR1763243_casper-ERR1763579_casper",63,3,3,"humanfood"
"711","ERR1763243_casper-ERR1763580_casper",63,2,3,"humanfood"
"712","ERR1763243_casper-ERR1763581_casper",63,2,3,"humanfood"
"713","ERR1763354_casper-ERR1763582_casper",63,2,3,"humanfood"
"714","ERR1763354_casper-ERR1763583_casper",63,3,3,"humanfood"
"715","ERR1763354_casper-ERR1763584_casper",63,3,3,"humanfood"
"716","ERR1763465_casper-ERR1763585_casper",63,2,2,"humanfood"
"717","ERR1763465_casper-ERR1763586_casper",63,2,2,"humanfood"
"718","ERR1763576_casper-ERR1763588_casper",63,3,3,"humanfood"
"719","ERR1763576_casper-ERR1763589_casper",63,3,3,"humanfood"
"720","ERR1763576_casper-ERR1763590_casper",63,3,3,"humanfood"
"721","ERR1763687_casper-ERR1763591_casper",63,2,2,"humanfood"
"722","ERR1763687_casper-ERR1763593_casper",63,2,2,"humanfood"
"723","ERR1763798_casper-ERR1763594_casper",63,2,2,"humanfood"
"724","ERR1763798_casper-ERR1763595_casper",63,2,2,"humanfood"
"725","ERR1763909_casper-ERR1763596_casper",63,2,2,"humanfood"
"726","ERR1763909_casper-ERR1763597_casper",63,2,2,"humanfood"
"727","ERR1764020_casper-ERR1763599_casper",63,2,2,"humanfood"
"728","ERR1764020_casper-ERR1763600_casper",63,2,2,"humanfood"
"729","ERR1764020_casper-ERR1763601_casper",63,2,2,"humanfood"
"730","ERR1762929_casper-ERR1763602_casper",63,2,2,"humanfood"
"731","ERR1762929_casper-ERR1763603_casper",63,2,2,"humanfood"
"732","ERR1762929_casper-ERR1763604_casper",63,2,2,"humanfood"
"733","ERR1762929_casper-ERR1763612_casper",40,2,2,"humanfood"
"734","ERR1762929_casper-ERR1763613_casper",42,2,2,"humanfood"
"735","ERR1762929_casper-ERR1763614_casper",45,2,2,"humanfood"
"736","ERR1762929_casper-ERR1763615_casper",48,2,2,"humanfood"
"737","ERR1762929_casper-ERR1763616_casper",52,2,2,"humanfood"
"738","ERR1762929_casper-ERR1763617_casper",54,2,2,"humanfood"
"739","ERR1762929_casper-ERR1763618_casper",56,2,2,"humanfood"
"740","ERR1762929_casper-ERR1763619_casper",59,2,2,"humanfood"
"741","ERR1762929_casper-ERR1763621_casper",62,2,2,"humanfood"
"742","ERR1762929_casper-ERR1763622_casper",66,2,2,"humanfood"
"743","ERR1762929_casper-ERR1763623_casper",10,2,2,"humanfood"
"744","ERR1762929_casper-ERR1763624_casper",2,2,2,"humanfood"
"745","ERR1762929_casper-ERR1763625_casper",4,2,2,"humanfood"
"746","ERR1762929_casper-ERR1763626_casper",6,2,2,"humanfood"
"747","ERR1762929_casper-ERR1763627_casper",13,2,2,"humanfood"
"748","ERR1762929_casper-ERR1763628_casper",15,2,2,"humanfood"
"749","ERR1762929_casper-ERR1763629_casper",17,2,2,"humanfood"
"750","ERR1762929_casper-ERR1763630_casper",20,2,2,"humanfood"
"751","ERR1762929_casper-ERR1763632_casper",23,2,2,"humanfood"
"752","ERR1762929_casper-ERR1763633_casper",25,2,2,"humanfood"
"753","ERR1762929_casper-ERR1763634_casper",29,2,2,"humanfood"
"754","ERR1762929_casper-ERR1763635_casper",31,2,2,"humanfood"
"755","ERR1762929_casper-ERR1763636_casper",38,2,2,"humanfood"
"756","ERR1762929_casper-ERR1763637_casper",69,2,2,"humanfood"
"757","ERR1762929_casper-ERR1763638_casper",71,2,2,"humanfood"
"758","ERR1762929_casper-ERR1763639_casper",73,2,2,"humanfood"
"759","ERR1762929_casper-ERR1763640_casper",78,2,2,"humanfood"
"760","ERR1762929_casper-ERR1763641_casper",40,2,2,"humanfood"
"761","ERR1762929_casper-ERR1763643_casper",42,2,2,"humanfood"
"762","ERR1762929_casper-ERR1763644_casper",45,2,2,"humanfood"
"763","ERR1762929_casper-ERR1763645_casper",48,2,2,"humanfood"
"764","ERR1762929_casper-ERR1763646_casper",52,2,2,"humanfood"
"765","ERR1762929_casper-ERR1763647_casper",54,2,2,"humanfood"
"766","ERR1762929_casper-ERR1763648_casper",56,2,2,"humanfood"
"767","ERR1762929_casper-ERR1763649_casper",59,2,2,"humanfood"
"768","ERR1762929_casper-ERR1763650_casper",62,2,2,"humanfood"
"769","ERR1762929_casper-ERR1763651_casper",66,2,2,"humanfood"
"770","ERR1762929_casper-ERR1763652_casper",10,2,2,"humanfood"
"771","ERR1762929_casper-ERR1763654_casper",2,2,2,"humanfood"
