"","pair","TimeDays","mcluster","hcluster","fed"
"1154","ERR661443.mseq-ERR661444.mseq",0.833333333,3,3,"mousefood"
"1155","ERR661443.mseq-ERR661445.mseq",5,3,3,"mousefood"
"1156","ERR661443.mseq-ERR661446.mseq",12,3,3,"mousefood"
"1157","ERR661443.mseq-ERR661447.mseq",19,3,3,"mousefood"
"1158","ERR661449.mseq-ERR661450.mseq",0.833333333,3,2,"mousefood"
"1159","ERR661449.mseq-ERR661451.mseq",5,2,2,"mousefood"
"1160","ERR661449.mseq-ERR661452.mseq",12,3,2,"mousefood"
"1161","ERR661449.mseq-ERR661453.mseq",19,2,2,"mousefood"
"1162","ERR661455.mseq-ERR661456.mseq",0.833333333,3,3,"mousefood"
"1163","ERR661455.mseq-ERR661457.mseq",5,2,3,"mousefood"
"1164","ERR661455.mseq-ERR661458.mseq",12,2,3,"mousefood"
"1165","ERR661455.mseq-ERR661459.mseq",19,2,3,"mousefood"
"1166","ERR661461.mseq-ERR661462.mseq",0.833333333,3,3,"mousefood"
"1167","ERR661461.mseq-ERR661463.mseq",5,3,3,"mousefood"
"1168","ERR661461.mseq-ERR661464.mseq",12,3,3,"mousefood"
"1169","ERR661461.mseq-ERR661465.mseq",19,3,3,"mousefood"
"1170","ERR661467.mseq-ERR661468.mseq",0.833333333,3,3,"mousefood"
"1171","ERR661467.mseq-ERR661469.mseq",5,3,3,"mousefood"
"1172","ERR661467.mseq-ERR661470.mseq",12,3,3,"mousefood"
"1173","ERR661467.mseq-ERR661471.mseq",19,2,3,"mousefood"
"1174","ERR661473.mseq-ERR661474.mseq",0.833333333,2,3,"mousefood"
"1175","ERR661473.mseq-ERR661475.mseq",5,3,3,"mousefood"
"1176","ERR661473.mseq-ERR661476.mseq",12,3,3,"mousefood"
"1177","ERR661473.mseq-ERR661477.mseq",19,3,3,"mousefood"
"1178","ERR661479.mseq-ERR661480.mseq",0.833333333,3,3,"mousefood"
"1179","ERR661479.mseq-ERR661481.mseq",5,2,3,"mousefood"
"1180","ERR661479.mseq-ERR661482.mseq",12,2,3,"mousefood"
"1181","ERR661479.mseq-ERR661483.mseq",19,3,3,"mousefood"
"1182","ERR661485.mseq-ERR661486.mseq",0.833333333,1,3,"mousefood"
"1183","ERR661485.mseq-ERR661487.mseq",5,3,3,"mousefood"
"1184","ERR661485.mseq-ERR661488.mseq",12,3,3,"mousefood"
"1185","ERR661485.mseq-ERR661489.mseq",19,3,3,"mousefood"
"1186","ERR661511.mseq-ERR661491.mseq",11,2,2,"mousefood"
"1187","ERR661511.mseq-ERR661492.mseq",18,2,2,"mousefood"
"1188","ERR661511.mseq-ERR661493.mseq",21,2,2,"mousefood"
"1189","ERR661511.mseq-ERR661494.mseq",5,2,2,"mousefood"
"1190","ERR661511.mseq-ERR661495.mseq",0.833333333,2,2,"mousefood"
"1191","ERR661511.mseq-ERR661496.mseq",11,2,2,"mousefood"
"1192","ERR661511.mseq-ERR661497.mseq",18,2,2,"mousefood"
"1193","ERR661511.mseq-ERR661498.mseq",21,2,2,"mousefood"
"1194","ERR661511.mseq-ERR661499.mseq",5,2,2,"mousefood"
"1195","ERR661511.mseq-ERR661500.mseq",0.833333333,1,2,"mousefood"
"1196","ERR661511.mseq-ERR661501.mseq",11,2,2,"mousefood"
"1197","ERR661511.mseq-ERR661503.mseq",21,2,2,"mousefood"
"1198","ERR661511.mseq-ERR661504.mseq",5,2,2,"mousefood"
"1199","ERR661511.mseq-ERR661505.mseq",0.833333333,1,2,"mousefood"
"1200","ERR661511.mseq-ERR661506.mseq",11,2,2,"mousefood"
"1201","ERR661511.mseq-ERR661507.mseq",18,2,2,"mousefood"
"1202","ERR661511.mseq-ERR661508.mseq",21,2,2,"mousefood"
"1203","ERR661511.mseq-ERR661509.mseq",5,2,2,"mousefood"
"1204","ERR661511.mseq-ERR661510.mseq",0.833333333,2,2,"mousefood"
"1205","ERR661574.mseq-ERR661554.mseq",11,2,2,"mousefood"
"1206","ERR661574.mseq-ERR661555.mseq",18,2,2,"mousefood"
"1207","ERR661574.mseq-ERR661556.mseq",21,2,2,"mousefood"
"1208","ERR661574.mseq-ERR661557.mseq",5,2,2,"mousefood"
"1209","ERR661574.mseq-ERR661558.mseq",0.833333333,2,2,"mousefood"
"1210","ERR661574.mseq-ERR661559.mseq",11,2,2,"mousefood"
"1211","ERR661574.mseq-ERR661560.mseq",18,2,2,"mousefood"
"1212","ERR661574.mseq-ERR661562.mseq",5,2,2,"mousefood"
"1213","ERR661574.mseq-ERR661563.mseq",0.833333333,1,2,"mousefood"
"1214","ERR661574.mseq-ERR661564.mseq",11,2,2,"mousefood"
"1215","ERR661574.mseq-ERR661565.mseq",18,2,2,"mousefood"
"1216","ERR661574.mseq-ERR661566.mseq",21,2,2,"mousefood"
"1217","ERR661574.mseq-ERR661567.mseq",5,2,2,"mousefood"
"1218","ERR661574.mseq-ERR661568.mseq",0.833333333,1,2,"mousefood"
"1219","ERR661574.mseq-ERR661569.mseq",11,2,2,"mousefood"
"1220","ERR661574.mseq-ERR661570.mseq",18,2,2,"mousefood"
"1221","ERR661574.mseq-ERR661571.mseq",21,2,2,"mousefood"
"1222","ERR661574.mseq-ERR661572.mseq",5,2,2,"mousefood"
"1223","ERR661574.mseq-ERR661573.mseq",0.833333333,1,2,"mousefood"
"1224","ERR661595.mseq-ERR661575.mseq",11,2,2,"mousefood"
"1225","ERR661595.mseq-ERR661576.mseq",18,2,2,"mousefood"
"1226","ERR661595.mseq-ERR661577.mseq",21,2,2,"mousefood"
"1227","ERR661595.mseq-ERR661578.mseq",5,2,2,"mousefood"
"1228","ERR661595.mseq-ERR661579.mseq",0.833333333,1,2,"mousefood"
"1229","ERR661595.mseq-ERR661580.mseq",11,2,2,"mousefood"
"1230","ERR661595.mseq-ERR661581.mseq",18,2,2,"mousefood"
"1231","ERR661595.mseq-ERR661582.mseq",21,2,2,"mousefood"
"1232","ERR661595.mseq-ERR661583.mseq",5,2,2,"mousefood"
"1233","ERR661595.mseq-ERR661584.mseq",0.833333333,2,2,"mousefood"
"1234","ERR661595.mseq-ERR661585.mseq",11,2,2,"mousefood"
"1235","ERR661595.mseq-ERR661586.mseq",18,2,2,"mousefood"
"1236","ERR661595.mseq-ERR661587.mseq",21,2,2,"mousefood"
"1237","ERR661595.mseq-ERR661588.mseq",5,2,2,"mousefood"
"1238","ERR661595.mseq-ERR661589.mseq",0.833333333,2,2,"mousefood"
"1239","ERR661595.mseq-ERR661590.mseq",11,2,2,"mousefood"
"1240","ERR661595.mseq-ERR661591.mseq",18,2,2,"mousefood"
"1241","ERR661595.mseq-ERR661592.mseq",21,2,2,"mousefood"
"1242","ERR661595.mseq-ERR661593.mseq",5,2,2,"mousefood"
"1243","ERR661595.mseq-ERR661594.mseq",0.833333333,1,2,"mousefood"
"1244","ERR661616.mseq-ERR661596.mseq",11,2,1,"mousefood"
"1245","ERR661616.mseq-ERR661597.mseq",18,2,1,"mousefood"
"1246","ERR661616.mseq-ERR661598.mseq",21,2,1,"mousefood"
"1247","ERR661616.mseq-ERR661599.mseq",5,2,1,"mousefood"
"1248","ERR661616.mseq-ERR661600.mseq",0.833333333,1,1,"mousefood"
"1249","ERR661616.mseq-ERR661601.mseq",11,2,1,"mousefood"
"1250","ERR661616.mseq-ERR661602.mseq",18,2,1,"mousefood"
"1251","ERR661616.mseq-ERR661603.mseq",21,2,1,"mousefood"
"1252","ERR661616.mseq-ERR661604.mseq",5,2,1,"mousefood"
"1253","ERR661616.mseq-ERR661605.mseq",0.833333333,2,1,"mousefood"
"1254","ERR661616.mseq-ERR661606.mseq",11,2,1,"mousefood"
"1255","ERR661616.mseq-ERR661607.mseq",18,2,1,"mousefood"
"1256","ERR661616.mseq-ERR661608.mseq",21,2,1,"mousefood"
"1257","ERR661616.mseq-ERR661609.mseq",5,2,1,"mousefood"
"1258","ERR661616.mseq-ERR661610.mseq",0.833333333,2,1,"mousefood"
"1259","ERR661616.mseq-ERR661611.mseq",11,2,1,"mousefood"
"1260","ERR661616.mseq-ERR661612.mseq",18,2,1,"mousefood"
"1261","ERR661616.mseq-ERR661614.mseq",5,2,1,"mousefood"
"1262","ERR661616.mseq-ERR661615.mseq",0.833333333,2,1,"mousefood"
"1263","SRR3232076.mseq-SRR3232108.mseq",52,1,2,"mousefood"
"1264","SRR3232077.mseq-SRR3232109.mseq",52,3,2,"mousefood"
"1265","SRR3232078.mseq-SRR3232110.mseq",52,2,2,"mousefood"
"1266","SRR3232079.mseq-SRR3232111.mseq",52,2,3,"mousefood"
"1267","SRR3232080.mseq-SRR3232112.mseq",52,3,2,"mousefood"
"1268","SRR3232081.mseq-SRR3232113.mseq",52,2,2,"mousefood"
"1269","SRR3232082.mseq-SRR3232114.mseq",52,2,2,"mousefood"
"1270","SRR3232083.mseq-SRR3232115.mseq",52,3,2,"mousefood"
"1271","SRR3232084.mseq-SRR3232116.mseq",52,3,2,"mousefood"
"1272","SRR3232085.mseq-SRR3232117.mseq",52,2,3,"mousefood"
"1273","SRR3232086.mseq-SRR3232118.mseq",52,2,2,"mousefood"
"1274","SRR3232087.mseq-SRR3232119.mseq",52,3,3,"mousefood"
"1275","SRR3232087.mseq-SRR3232120.mseq",52,2,1,"mousefood"
"1276","SRR3232089.mseq-SRR3232121.mseq",52,2,3,"mousefood"
"1277","SRR3232090.mseq-SRR3232122.mseq",52,3,3,"mousefood"
"1278","SRR3232091.mseq-SRR3232123.mseq",52,3,2,"mousefood"
"1279","SRR3232092.mseq-SRR3232124.mseq",52,1,3,"mousefood"
"1280","SRR3232093.mseq-SRR3232125.mseq",52,1,2,"mousefood"
"1281","SRR3232094.mseq-SRR3232126.mseq",52,1,3,"mousefood"
"1282","SRR3232094.mseq-SRR3232127.mseq",52,1,2,"mousefood"
"1283","SRR3232096.mseq-SRR3232128.mseq",52,1,1,"mousefood"
"1284","SRR3232097.mseq-SRR3232129.mseq",52,3,3,"mousefood"
"1285","SRR3232098.mseq-SRR3232130.mseq",52,1,3,"mousefood"
"1286","SRR3232099.mseq-SRR3232131.mseq",52,2,3,"mousefood"
"1287","SRR3232100.mseq-SRR3232132.mseq",52,2,2,"mousefood"
"1288","SRR3232101.mseq-SRR3232133.mseq",52,2,1,"mousefood"
"1289","SRR3232102.mseq-SRR3232134.mseq",52,2,1,"mousefood"
"1290","SRR3232103.mseq-SRR3232135.mseq",52,3,1,"mousefood"
"1291","SRR3232104.mseq-SRR3232136.mseq",52,1,3,"mousefood"
"1292","SRR3232105.mseq-SRR3232137.mseq",52,3,3,"mousefood"
"1293","SRR3232106.mseq-SRR3232138.mseq",52,2,2,"mousefood"
"1294","SRR3232107.mseq-SRR3232139.mseq",52,3,2,"mousefood"
"1295","SRR3232076.mseq-SRR3232140.mseq",52,3,2,"mousefood"
"1296","SRR3232077.mseq-SRR3232141.mseq",52,3,2,"mousefood"
"1297","SRR3232078.mseq-SRR3232142.mseq",52,3,3,"mousefood"
"1298","SRR3232079.mseq-SRR3232143.mseq",52,2,2,"mousefood"
"1299","SRR3232080.mseq-SRR3232144.mseq",52,3,2,"mousefood"
"1300","SRR3232081.mseq-SRR3232145.mseq",52,3,2,"mousefood"
"1301","SRR3232082.mseq-SRR3232146.mseq",52,2,2,"mousefood"
"1302","SRR3232083.mseq-SRR3232147.mseq",52,3,2,"mousefood"
"1303","SRR3232084.mseq-SRR3232148.mseq",52,3,2,"mousefood"
"1304","SRR3232084.mseq-SRR3232149.mseq",52,3,3,"mousefood"
"1305","SRR3232085.mseq-SRR3232150.mseq",52,2,2,"mousefood"
"1306","SRR3232086.mseq-SRR3232151.mseq",52,3,3,"mousefood"
"1307","SRR3232087.mseq-SRR3232152.mseq",52,3,3,"mousefood"
"1308","SRR3232088.mseq-SRR3232153.mseq",52,3,3,"mousefood"
"1309","SRR3232089.mseq-SRR3232154.mseq",52,3,3,"mousefood"
"1310","SRR3232090.mseq-SRR3232155.mseq",52,3,2,"mousefood"
"1311","SRR3232091.mseq-SRR3232156.mseq",52,3,3,"mousefood"
"1312","SRR3232092.mseq-SRR3232157.mseq",52,2,2,"mousefood"
"1313","SRR3232093.mseq-SRR3232158.mseq",52,2,3,"mousefood"
"1314","SRR3232094.mseq-SRR3232159.mseq",52,3,3,"mousefood"
"1315","SRR3232095.mseq-SRR3232160.mseq",52,2,1,"mousefood"
"1316","SRR3232096.mseq-SRR3232161.mseq",52,2,3,"mousefood"
"1317","SRR3232097.mseq-SRR3232162.mseq",52,3,3,"mousefood"
"1318","SRR3232098.mseq-SRR3232163.mseq",52,3,3,"mousefood"
"1319","SRR3232099.mseq-SRR3232164.mseq",52,3,2,"mousefood"
"1320","SRR3232100.mseq-SRR3232165.mseq",52,2,1,"mousefood"
"1321","SRR3232101.mseq-SRR3232166.mseq",52,3,1,"mousefood"
"1322","SRR3232102.mseq-SRR3232167.mseq",52,3,1,"mousefood"
"1323","SRR3232103.mseq-SRR3232168.mseq",52,3,3,"mousefood"
"1324","SRR3232104.mseq-SRR3232169.mseq",52,3,3,"mousefood"
"1325","SRR3232105.mseq-SRR3232170.mseq",52,3,2,"mousefood"
"1326","SRR3232106.mseq-SRR3232171.mseq",52,2,2,"mousefood"
"1327","SRR3232107.mseq-SRR3232172.mseq",52,3,2,"mousefood"
"1328","SRR3232076.mseq-SRR3232173.mseq",52,3,2,"mousefood"
"1329","SRR3232077.mseq-SRR3232174.mseq",52,3,2,"mousefood"
"1330","SRR3232078.mseq-SRR3232175.mseq",52,2,3,"mousefood"
"1331","SRR3232079.mseq-SRR3232176.mseq",52,2,2,"mousefood"
"1332","SRR3232080.mseq-SRR3232177.mseq",52,2,2,"mousefood"
"1333","SRR3232081.mseq-SRR3232178.mseq",52,3,2,"mousefood"
"1334","SRR3232082.mseq-SRR3232179.mseq",52,2,2,"mousefood"
"1335","SRR3232083.mseq-SRR3232180.mseq",52,2,2,"mousefood"
"1336","SRR3232083.mseq-SRR3232181.mseq",52,3,2,"mousefood"
"1337","SRR3232084.mseq-SRR3232182.mseq",52,3,3,"mousefood"
"1338","SRR3232085.mseq-SRR3232183.mseq",52,2,2,"mousefood"
"1339","SRR3232086.mseq-SRR3232184.mseq",52,2,3,"mousefood"
"1340","SRR3232087.mseq-SRR3232185.mseq",52,2,1,"mousefood"
"1341","SRR3232088.mseq-SRR3232186.mseq",52,3,3,"mousefood"
"1342","SRR3232089.mseq-SRR3232187.mseq",52,3,3,"mousefood"
"1343","SRR3232090.mseq-SRR3232188.mseq",52,3,2,"mousefood"
"1344","SRR3232091.mseq-SRR3232189.mseq",52,3,3,"mousefood"
"1345","SRR3232092.mseq-SRR3232190.mseq",52,3,2,"mousefood"
"1346","SRR3232093.mseq-SRR3232191.mseq",52,2,3,"mousefood"
"1347","SRR3232094.mseq-SRR3232192.mseq",52,2,2,"mousefood"
"1348","SRR3232095.mseq-SRR3232193.mseq",52,2,1,"mousefood"
"1349","SRR3232096.mseq-SRR3232194.mseq",52,3,3,"mousefood"
"1350","SRR3232097.mseq-SRR3232195.mseq",52,3,3,"mousefood"
"1351","SRR3232098.mseq-SRR3232196.mseq",52,2,3,"mousefood"
"1352","SRR3232099.mseq-SRR3232197.mseq",52,3,2,"mousefood"
"1353","SRR3232100.mseq-SRR3232198.mseq",52,2,1,"mousefood"
"1354","SRR3232101.mseq-SRR3232199.mseq",52,3,1,"mousefood"
"1355","SRR3232102.mseq-SRR3232200.mseq",52,2,1,"mousefood"
"1356","SRR3232103.mseq-SRR3232201.mseq",52,3,3,"mousefood"
"1357","SRR3232105.mseq-SRR3232202.mseq",52,3,2,"mousefood"
"1358","SRR3232106.mseq-SRR3232203.mseq",52,2,2,"mousefood"
"1359","SRR3232107.mseq-SRR3232204.mseq",52,3,2,"mousefood"
"1360","SRR3232076.mseq-SRR3232205.mseq",1,1,2,"mousefood"
"1361","SRR3232077.mseq-SRR3232206.mseq",1,2,2,"mousefood"
"1362","SRR3232078.mseq-SRR3232207.mseq",1,3,3,"mousefood"
"1363","SRR3232079.mseq-SRR3232208.mseq",1,3,2,"mousefood"
"1364","SRR3232080.mseq-SRR3232209.mseq",1,2,2,"mousefood"
"1365","SRR3232081.mseq-SRR3232210.mseq",1,3,2,"mousefood"
"1366","SRR3232082.mseq-SRR3232211.mseq",1,1,2,"mousefood"
"1367","SRR3232083.mseq-SRR3232212.mseq",1,3,2,"mousefood"
"1368","SRR3232084.mseq-SRR3232213.mseq",1,1,3,"mousefood"
"1369","SRR3232085.mseq-SRR3232214.mseq",1,1,2,"mousefood"
"1370","SRR3232086.mseq-SRR3232215.mseq",1,3,3,"mousefood"
"1371","SRR3232087.mseq-SRR3232216.mseq",1,3,1,"mousefood"
"1372","SRR3232088.mseq-SRR3232217.mseq",1,3,3,"mousefood"
"1373","SRR3232089.mseq-SRR3232218.mseq",1,1,3,"mousefood"
"1374","SRR3232090.mseq-SRR3232219.mseq",1,3,2,"mousefood"
"1375","SRR3232091.mseq-SRR3232220.mseq",1,3,3,"mousefood"
"1376","SRR3232092.mseq-SRR3232221.mseq",1,1,2,"mousefood"
"1377","SRR3232093.mseq-SRR3232222.mseq",1,3,3,"mousefood"
"1378","SRR3232094.mseq-SRR3232223.mseq",1,1,2,"mousefood"
"1379","SRR3232095.mseq-SRR3232224.mseq",1,3,1,"mousefood"
"1380","SRR3232096.mseq-SRR3232225.mseq",1,3,3,"mousefood"
"1381","SRR3232097.mseq-SRR3232226.mseq",1,3,3,"mousefood"
"1382","SRR3232098.mseq-SRR3232227.mseq",1,3,3,"mousefood"
"1383","SRR3232099.mseq-SRR3232228.mseq",1,1,2,"mousefood"
"1384","SRR3232100.mseq-SRR3232229.mseq",1,1,1,"mousefood"
"1385","SRR3232101.mseq-SRR3232230.mseq",1,1,1,"mousefood"
"1386","SRR3232102.mseq-SRR3232231.mseq",1,3,1,"mousefood"
"1387","SRR3232103.mseq-SRR3232232.mseq",1,1,3,"mousefood"
"1388","SRR3232104.mseq-SRR3232233.mseq",1,3,3,"mousefood"
"1389","SRR3232105.mseq-SRR3232234.mseq",1,3,2,"mousefood"
"1390","SRR3232106.mseq-SRR3232235.mseq",1,2,2,"mousefood"
"1391","SRR3232107.mseq-SRR3232236.mseq",1,3,2,"mousefood"
"1392","SRR3232076.mseq-SRR3232237.mseq",2,3,2,"mousefood"
"1393","SRR3232076.mseq-SRR3232238.mseq",2,3,2,"mousefood"
"1394","SRR3232077.mseq-SRR3232239.mseq",2,2,2,"mousefood"
"1395","SRR3232077.mseq-SRR3232240.mseq",2,2,2,"mousefood"
"1396","SRR3232078.mseq-SRR3232241.mseq",2,3,2,"mousefood"
"1397","SRR3232078.mseq-SRR3232242.mseq",2,3,3,"mousefood"
"1398","SRR3232079.mseq-SRR3232243.mseq",2,3,3,"mousefood"
"1399","SRR3232079.mseq-SRR3232244.mseq",2,3,2,"mousefood"
"1400","SRR3232080.mseq-SRR3232245.mseq",2,2,2,"mousefood"
"1401","SRR3232080.mseq-SRR3232246.mseq",2,2,2,"mousefood"
"1402","SRR3232081.mseq-SRR3232247.mseq",2,3,2,"mousefood"
"1403","SRR3232081.mseq-SRR3232248.mseq",2,2,2,"mousefood"
"1404","SRR3232082.mseq-SRR3232249.mseq",2,2,2,"mousefood"
"1405","SRR3232082.mseq-SRR3232250.mseq",2,2,2,"mousefood"
"1406","SRR3232083.mseq-SRR3232251.mseq",2,2,2,"mousefood"
"1407","SRR3232083.mseq-SRR3232252.mseq",2,2,2,"mousefood"
"1408","SRR3232084.mseq-SRR3232253.mseq",2,3,2,"mousefood"
"1409","SRR3232084.mseq-SRR3232254.mseq",2,3,3,"mousefood"
"1410","SRR3232085.mseq-SRR3232255.mseq",2,3,3,"mousefood"
"1411","SRR3232085.mseq-SRR3232256.mseq",2,3,2,"mousefood"
"1412","SRR3232086.mseq-SRR3232257.mseq",2,3,2,"mousefood"
"1413","SRR3232086.mseq-SRR3232258.mseq",2,2,3,"mousefood"
"1414","SRR3232087.mseq-SRR3232259.mseq",2,2,3,"mousefood"
"1415","SRR3232087.mseq-SRR3232260.mseq",2,2,1,"mousefood"
"1416","SRR3232088.mseq-SRR3232261.mseq",2,2,1,"mousefood"
"1417","SRR3232088.mseq-SRR3232262.mseq",2,2,3,"mousefood"
"1418","SRR3232089.mseq-SRR3232263.mseq",2,3,3,"mousefood"
"1419","SRR3232089.mseq-SRR3232264.mseq",2,3,3,"mousefood"
"1420","SRR3232090.mseq-SRR3232265.mseq",2,2,3,"mousefood"
"1421","SRR3232090.mseq-SRR3232266.mseq",2,2,2,"mousefood"
"1422","SRR3232091.mseq-SRR3232267.mseq",2,3,2,"mousefood"
"1423","SRR3232091.mseq-SRR3232268.mseq",2,3,3,"mousefood"
"1424","SRR3232092.mseq-SRR3232269.mseq",2,3,3,"mousefood"
"1425","SRR3232092.mseq-SRR3232270.mseq",2,3,2,"mousefood"
"1426","SRR3232093.mseq-SRR3232271.mseq",2,3,2,"mousefood"
"1427","SRR3232093.mseq-SRR3232272.mseq",2,3,3,"mousefood"
"1428","SRR3232094.mseq-SRR3232273.mseq",2,3,3,"mousefood"
"1429","SRR3232094.mseq-SRR3232274.mseq",2,3,2,"mousefood"
"1430","SRR3232095.mseq-SRR3232275.mseq",2,3,2,"mousefood"
"1431","SRR3232095.mseq-SRR3232276.mseq",2,2,1,"mousefood"
"1432","SRR3232096.mseq-SRR3232277.mseq",2,3,1,"mousefood"
"1433","SRR3232096.mseq-SRR3232278.mseq",2,3,3,"mousefood"
"1434","SRR3232097.mseq-SRR3232279.mseq",2,3,3,"mousefood"
"1435","SRR3232097.mseq-SRR3232280.mseq",2,3,3,"mousefood"
"1436","SRR3232098.mseq-SRR3232281.mseq",2,3,3,"mousefood"
"1437","SRR3232098.mseq-SRR3232282.mseq",2,3,3,"mousefood"
"1438","SRR3232099.mseq-SRR3232283.mseq",2,3,3,"mousefood"
"1439","SRR3232099.mseq-SRR3232284.mseq",2,3,2,"mousefood"
"1440","SRR3232100.mseq-SRR3232285.mseq",2,3,2,"mousefood"
"1441","SRR3232100.mseq-SRR3232286.mseq",2,3,1,"mousefood"
"1442","SRR3232101.mseq-SRR3232287.mseq",2,3,1,"mousefood"
"1443","SRR3232101.mseq-SRR3232288.mseq",2,3,1,"mousefood"
"1444","SRR3232102.mseq-SRR3232289.mseq",2,2,1,"mousefood"
"1445","SRR3232102.mseq-SRR3232290.mseq",2,2,1,"mousefood"
"1446","SRR3232103.mseq-SRR3232291.mseq",2,3,1,"mousefood"
"1447","SRR3232103.mseq-SRR3232292.mseq",2,3,3,"mousefood"
"1448","SRR3232104.mseq-SRR3232293.mseq",2,3,3,"mousefood"
"1449","SRR3232104.mseq-SRR3232294.mseq",2,3,3,"mousefood"
"1450","SRR3232105.mseq-SRR3232295.mseq",2,3,3,"mousefood"
"1451","SRR3232105.mseq-SRR3232296.mseq",2,3,2,"mousefood"
"1452","SRR3232106.mseq-SRR3232297.mseq",2,2,2,"mousefood"
"1453","SRR3232106.mseq-SRR3232298.mseq",2,2,2,"mousefood"
"1454","SRR3232107.mseq-SRR3232299.mseq",2,3,2,"mousefood"
"1455","SRR3232107.mseq-SRR3232300.mseq",2,3,2,"mousefood"
"1456","SRR3232076.mseq-SRR3232301.mseq",4,3,2,"mousefood"
"1457","SRR3232076.mseq-SRR3232302.mseq",4,3,2,"mousefood"
"1458","SRR3232077.mseq-SRR3232303.mseq",4,3,2,"mousefood"
"1459","SRR3232077.mseq-SRR3232304.mseq",4,3,2,"mousefood"
"1460","SRR3232078.mseq-SRR3232305.mseq",4,3,2,"mousefood"
"1461","SRR3232078.mseq-SRR3232306.mseq",4,3,3,"mousefood"
"1462","SRR3232079.mseq-SRR3232307.mseq",4,3,3,"mousefood"
"1463","SRR3232079.mseq-SRR3232308.mseq",4,3,2,"mousefood"
"1464","SRR3232080.mseq-SRR3232309.mseq",4,2,2,"mousefood"
"1465","SRR3232080.mseq-SRR3232310.mseq",4,2,2,"mousefood"
"1466","SRR3232081.mseq-SRR3232311.mseq",4,2,2,"mousefood"
"1467","SRR3232081.mseq-SRR3232312.mseq",4,2,2,"mousefood"
"1468","SRR3232082.mseq-SRR3232313.mseq",4,2,2,"mousefood"
"1469","SRR3232082.mseq-SRR3232314.mseq",4,2,2,"mousefood"
"1470","SRR3232083.mseq-SRR3232315.mseq",4,1,2,"mousefood"
"1471","SRR3232083.mseq-SRR3232316.mseq",4,1,2,"mousefood"
"1472","SRR3232084.mseq-SRR3232317.mseq",4,3,2,"mousefood"
"1473","SRR3232084.mseq-SRR3232318.mseq",4,3,3,"mousefood"
"1474","SRR3232085.mseq-SRR3232319.mseq",4,3,3,"mousefood"
"1475","SRR3232085.mseq-SRR3232320.mseq",4,2,2,"mousefood"
"1476","SRR3232086.mseq-SRR3232321.mseq",4,3,2,"mousefood"
"1477","SRR3232086.mseq-SRR3232322.mseq",4,2,3,"mousefood"
"1478","SRR3232087.mseq-SRR3232323.mseq",4,3,3,"mousefood"
"1479","SRR3232087.mseq-SRR3232324.mseq",4,3,1,"mousefood"
"1480","SRR3232088.mseq-SRR3232325.mseq",4,2,1,"mousefood"
"1481","SRR3232088.mseq-SRR3232326.mseq",4,2,3,"mousefood"
"1482","SRR3232089.mseq-SRR3232327.mseq",4,3,3,"mousefood"
"1483","SRR3232089.mseq-SRR3232328.mseq",4,3,3,"mousefood"
"1484","SRR3232090.mseq-SRR3232329.mseq",4,2,3,"mousefood"
"1485","SRR3232090.mseq-SRR3232330.mseq",4,2,3,"mousefood"
"1486","SRR3232090.mseq-SRR3232331.mseq",4,3,2,"mousefood"
"1487","SRR3232091.mseq-SRR3232332.mseq",4,3,2,"mousefood"
"1488","SRR3232091.mseq-SRR3232333.mseq",4,3,3,"mousefood"
"1489","SRR3232092.mseq-SRR3232334.mseq",4,3,3,"mousefood"
"1490","SRR3232092.mseq-SRR3232335.mseq",4,3,2,"mousefood"
"1491","SRR3232093.mseq-SRR3232336.mseq",4,3,2,"mousefood"
"1492","SRR3232093.mseq-SRR3232337.mseq",4,3,3,"mousefood"
"1493","SRR3232094.mseq-SRR3232338.mseq",4,3,3,"mousefood"
"1494","SRR3232094.mseq-SRR3232339.mseq",4,3,2,"mousefood"
"1495","SRR3232095.mseq-SRR3232340.mseq",4,2,2,"mousefood"
"1496","SRR3232095.mseq-SRR3232341.mseq",4,2,1,"mousefood"
"1497","SRR3232096.mseq-SRR3232342.mseq",4,3,1,"mousefood"
"1498","SRR3232096.mseq-SRR3232343.mseq",4,3,3,"mousefood"
"1499","SRR3232097.mseq-SRR3232344.mseq",4,3,3,"mousefood"
"1500","SRR3232097.mseq-SRR3232345.mseq",4,3,3,"mousefood"
"1501","SRR3232098.mseq-SRR3232346.mseq",4,3,3,"mousefood"
"1502","SRR3232098.mseq-SRR3232347.mseq",4,3,3,"mousefood"
"1503","SRR3232099.mseq-SRR3232348.mseq",4,2,3,"mousefood"
"1504","SRR3232099.mseq-SRR3232349.mseq",4,2,2,"mousefood"
"1505","SRR3232100.mseq-SRR3232350.mseq",4,3,2,"mousefood"
"1506","SRR3232100.mseq-SRR3232351.mseq",4,3,1,"mousefood"
"1507","SRR3232101.mseq-SRR3232352.mseq",4,3,1,"mousefood"
"1508","SRR3232101.mseq-SRR3232353.mseq",4,3,1,"mousefood"
"1509","SRR3232102.mseq-SRR3232354.mseq",4,3,1,"mousefood"
"1510","SRR3232102.mseq-SRR3232355.mseq",4,3,1,"mousefood"
"1511","SRR3232103.mseq-SRR3232356.mseq",4,3,1,"mousefood"
"1512","SRR3232103.mseq-SRR3232357.mseq",4,3,3,"mousefood"
"1513","SRR3232104.mseq-SRR3232358.mseq",4,3,3,"mousefood"
"1514","SRR3232104.mseq-SRR3232359.mseq",4,3,3,"mousefood"
